Author1,Author2,Label
108727,142040,colleague
124349,162985,advisee
165501,140018,colleague
144285,162252,advisor
104368,108988,advisor
104305,89794,advisee
133471,129923,advisee
146432,146531,advisee
127225,136747,advisee
166871,137649,advisee
154686,108004,advisee
150706,150635,advisor
124153,105581,advisee
167420,145652,advisee
96906,160420,advisor
132393,158721,advisor
157750,121373,colleague
118900,166470,advisor
157005,121816,advisee
151805,147399,advisor
139145,132464,advisor
118824,103775,advisee
132924,94650,advisor
161482,99794,advisor
107806,152874,advisee
94445,149509,advisee
133337,117759,advisor
122638,114379,advisee
133656,147994,advisee
107570,151809,advisor
131268,136921,advisee
125024,163281,advisee
99464,157343,advisor
102710,143341,advisor
126275,99572,advisee
104092,93088,advisor
153641,114369,advisor
97883,170816,advisee
127871,136501,advisee
101433,147295,advisor
159110,110939,advisee
150900,89537,colleague
125024,147810,advisee
139523,141929,advisee
150931,102203,advisor
165420,155049,advisor
168823,122072,advisor
127755,95476,advisee
152729,162466,advisor
150605,162735,colleague
102045,139453,advisee
141717,157467,advisor
104602,109465,advisee
154330,102160,advisee
170173,160747,advisee
130128,164664,advisor
132119,165408,advisor
154855,118616,advisor
103640,170734,advisor
100079,106715,advisor
124739,130056,advisee
136258,104780,advisor
135294,171347,advisor
147391,106347,advisor
159922,89066,advisee
94650,89226,advisee
153220,119027,advisor
120331,92941,advisor
94938,152449,advisor
101481,146248,advisor
130564,89465,advisor
146216,96885,advisor
115052,164004,advisee
132784,142205,advisor
122287,170834,advisor
108574,88585,advisor
99790,128118,advisor
122415,123907,advisor
166865,134365,advisee
112194,171234,advisor
166927,94709,advisee
141746,100957,colleague
122437,128118,advisor
142205,128999,advisee
119027,119140,advisee
143691,108606,advisor
117932,166352,advisor
124586,153047,advisor
125024,106480,advisee
104938,117511,colleague
128301,155957,advisee
92084,155045,advisee
152223,126374,advisor
152536,133512,advisee
150603,128083,advisee
151225,132915,advisor
161425,127461,colleague
94679,95386,advisee
141783,109001,advisee
156669,89312,advisor
144830,96301,colleague
125567,121015,advisee
128884,97586,advisor
168919,138396,colleague
89537,143354,advisor
152791,166927,advisor
170449,132260,advisee
105632,106693,advisee
127271,135235,advisee
127536,141636,colleague
146097,117830,advisor
131639,128316,advisee
162562,138658,colleague
171646,132269,advisee
119356,170407,advisor
133067,141897,advisee
135828,125024,advisor
116009,90793,advisee
129602,169689,colleague
99001,107658,advisor
99634,166351,colleague
120276,96393,advisee
110460,117759,advisor
103282,131312,advisee
101902,107189,colleague
143528,99634,colleague
107080,138859,colleague
111679,91588,advisor
117999,159756,advisor
124739,128437,colleague
97388,121459,advisee
143341,159215,advisee
93701,128547,advisee
147778,135268,advisee
141749,154028,advisor
112278,118133,advisor
96974,107913,advisee
111693,120846,advisor
145016,164748,colleague
102415,128118,advisor
144078,125215,colleague
139908,116948,advisor
135975,154052,colleague
108606,107345,advisee
124758,95381,advisor
139523,93298,advisee
167995,151008,advisee
143759,161561,advisee
164661,170952,advisee
171033,120246,advisor
167758,136475,advisor
144238,100819,advisor
124353,126275,advisor
109841,119027,advisor
132551,152287,advisor
99538,109672,advisee
125567,120433,advisee
142239,135047,colleague
156034,158177,advisor
155673,109881,advisor
100778,108433,advisee
116830,102687,advisor
113233,115369,advisee
139441,127755,advisor
138269,127585,advisee
118261,97044,advisor
153168,156213,advisor
116148,152943,advisor
161833,164882,advisor
97388,121433,advisee
171009,110636,advisee
100592,117804,advisee
91267,139651,advisor
122705,90686,advisee
161503,94205,advisee
136303,111402,advisee
92811,170734,advisor
114577,166275,advisor
152502,102045,advisor
103409,143558,advisee
97986,94198,advisee
114350,153084,advisee
145538,158459,colleague
149007,165788,colleague
166927,152791,advisee
168808,117607,advisee
159570,142852,colleague
142281,153765,advisee
103463,159653,advisee
119601,166927,advisor
146157,114688,colleague
113980,160625,advisor
160209,166470,advisor
94124,104216,advisee
108606,155806,advisee
168919,123907,advisor
128445,127791,advisee
94650,150589,advisee
144524,102710,advisor
143691,123441,colleague
102508,104641,advisee
160430,144894,advisor
110628,96643,advisor
111154,149299,advisee
160625,113980,advisee
139908,140091,advisor
141257,100849,advisor
163825,143708,advisor
123397,123833,advisor
143880,127755,advisor
165674,114117,advisee
166839,160395,colleague
112166,121373,colleague
116183,104305,advisor
91454,143303,advisor
89258,107953,advisee
119270,164155,advisor
139441,107331,advisee
95381,109698,advisee
96949,109129,advisee
139574,113618,advisor
171009,125024,advisor
109571,152247,advisee
137542,107199,colleague
91091,167657,advisor
126135,92084,advisor
144986,162956,advisee
165788,122731,colleague
162252,144285,advisee
131812,97844,advisor
100575,129480,advisor
120276,167711,advisee
99745,131850,advisor
129860,148731,advisee
152943,142852,advisee
95835,131639,advisor
109623,145974,advisor
161910,104407,advisee
103667,157443,advisor
124800,138703,colleague
151746,122454,advisor
107168,156034,advisor
93060,119385,advisee
140561,126074,advisee
130790,142196,advisor
142954,108858,advisee
102781,125186,colleague
162782,143477,advisee
150081,140231,advisor
129292,171545,advisee
116462,120363,advisee
164290,96770,advisee
122454,153387,advisee
104496,122454,advisor
150081,142484,colleague
114369,162288,advisee
96641,157454,advisee
155846,145488,advisor
102323,159241,advisor
107199,165106,colleague
95381,107199,advisee
166927,122153,advisee
98662,108988,advisor
131727,97986,advisor
131312,141636,colleague
170157,148575,advisor
143759,157452,advisee
94650,93286,advisee
131195,160747,colleague
132083,149498,advisor
138263,116406,advisee
98624,101003,colleague
151809,144187,advisee
128445,127725,advisee
169946,120888,advisee
147316,96054,advisee
129681,91452,advisor
103968,107326,colleague
127751,139980,colleague
126544,94679,advisor
104497,153270,advisee
146727,139578,advisor
139578,146727,advisee
100535,122856,advisor
92072,149498,advisor
96417,101414,advisee
107658,105735,advisee
117834,154120,colleague
153606,155875,advisee
117511,104938,colleague
92941,140857,advisee
99247,117476,colleague
100849,127461,advisee
147737,165628,advisor
107178,114441,advisee
167911,115637,advisee
100156,167911,advisor
101732,139740,advisee
92538,133471,advisor
101204,143303,advisor
131660,97986,advisor
132107,106245,advisee
166598,142775,advisor
107570,100901,colleague
147509,102160,advisor
119115,133492,advisor
100901,134855,colleague
90161,122763,advisor
145058,97598,advisee
142091,114055,advisee
94124,93354,advisee
94645,95791,advisee
116392,134111,advisee
124562,123833,advisor
139925,152287,advisor
103282,169179,advisee
101204,104465,colleague
97011,100339,colleague
144272,122781,advisor
126050,115052,advisor
137173,155323,advisee
131172,147293,colleague
143691,148090,colleague
131951,135771,advisee
170623,106178,advisor
146248,108442,advisor
121023,88702,advisor
171646,131342,advisee
142091,119222,advisee
104763,110302,colleague
139785,114328,advisee
106178,153890,advisee
166927,160401,advisee
165408,129093,advisee
101855,164805,advisee
120371,107833,colleague
143888,138788,colleague
140830,98423,advisee
146063,140018,advisee
166742,154739,advisor
101204,123738,colleague
138799,99059,advisee
164805,101855,advisor
148151,155246,advisee
96910,133013,colleague
117913,139352,advisee
154194,121752,advisor
96738,149716,advisor
139449,103095,advisor
147711,97388,advisor
129490,154304,advisee
161284,101902,advisor
153641,112907,advisee
140506,94311,advisee
166927,146178,advisee
96167,162733,colleague
151971,142205,advisor
167657,111709,advisee
106642,155696,advisee
153276,157590,advisor
155879,102755,advisor
94380,118900,colleague
106178,168290,advisee
126955,160649,advisee
163975,165851,colleague
155120,137162,advisor
138799,151764,advisee
99538,162745,advisee
147293,127461,colleague
150400,139315,advisee
152943,138725,advisee
142281,97984,advisee
162733,151968,colleague
135004,104509,advisor
93310,171347,advisor
135122,108665,advisee
124592,166442,advisor
131985,131951,advisor
96925,109683,advisee
127180,118830,advisor
157343,111324,advisee
93161,97986,advisor
163281,125024,advisor
140143,153184,advisor
146380,108606,advisor
148044,139523,advisor
146426,127751,colleague
101258,146948,advisor
95817,109572,advisee
167241,126009,advisor
88892,96949,advisor
113397,135454,advisee
128132,122763,advisor
136309,107664,colleague
162735,150605,colleague
94198,169939,colleague
138263,160167,advisee
94124,127629,advisee
114737,135332,advisor
93092,135753,colleague
123116,97097,advisor
91683,106161,advisee
166470,118900,advisee
165249,111663,advisor
106306,125024,advisor
167911,131798,advisee
164661,142071,advisee
146828,133492,advisor
123907,93073,advisee
133856,149834,colleague
95428,151247,advisor
113397,115509,advisee
136475,167758,advisee
124151,93143,advisor
109725,91309,advisee
135555,141019,advisor
128445,150283,advisee
152378,154739,advisor
127905,116392,advisor
171280,144986,advisor
170463,168167,advisee
95471,147670,advisor
104938,137845,colleague
88569,103220,colleague
165415,90254,advisee
110302,104763,colleague
130229,151387,colleague
127142,166093,advisee
104627,117316,colleague
149716,96738,advisee
100981,169584,advisor
114438,96713,advisor
157750,141636,colleague
161002,97072,advisee
159420,135012,advisee
169179,117476,colleague
143691,166839,colleague
128879,98594,advisor
160318,138718,advisee
131951,90682,advisee
166093,127142,advisor
97510,137376,advisee
120846,108643,advisee
146365,157443,advisor
139453,102045,advisor
127536,103282,advisor
115299,107658,advisor
153606,155375,advisee
148886,116942,advisor
123007,166400,colleague
150400,121846,advisee
143977,161791,colleague
93701,148890,advisee
116009,122300,advisee
99070,101379,advisor
148694,94910,advisee
167241,135625,advisee
97321,158177,advisor
155957,123526,colleague
128837,91404,advisee
161898,142205,advisor
131727,93161,colleague
109721,93204,advisee
170702,165493,advisor
98306,144894,advisor
154052,147105,advisor
169048,97586,advisor
102247,132260,colleague
124556,167734,advisor
146726,139523,advisor
132107,141432,advisee
166324,142879,advisor
92709,169194,advisee
143254,122731,colleague
124302,171810,colleague
171009,130981,advisee
164051,103061,colleague
96385,145350,colleague
129860,161018,advisee
164155,119270,advisee
166863,111981,advisee
118783,105935,advisor
97986,123007,advisee
110905,96234,advisee
169179,121373,colleague
135272,93347,advisee
133643,127147,advisor
100897,122781,advisor
161876,142205,advisor
104465,143303,advisor
163767,94124,advisor
94709,166927,advisor
96054,147316,advisor
90823,146454,colleague
97986,169939,advisee
110154,139523,advisor
165719,171809,advisee
143187,89258,advisor
171688,140585,advisee
124936,114975,colleague
123833,160070,advisee
91472,161910,advisor
151247,97209,advisee
147342,92455,advisee
99695,141783,advisor
102251,155313,colleague
140231,142484,advisee
156437,91588,advisor
138799,102802,advisee
109470,125024,advisor
164882,137937,advisee
136089,97643,advisor
100111,159114,advisor
126135,101303,colleague
96925,103664,advisee
133512,152536,advisor
88624,161472,advisor
91309,109725,advisor
138799,108935,advisee
135644,101177,colleague
123068,167862,advisee
102879,116393,advisee
111154,145538,advisee
126547,127147,advisor
122781,153968,advisee
145165,104403,advisor
128437,103282,advisor
118616,154855,advisee
142685,142810,advisee
133471,124264,advisee
141616,161329,advisee
111402,136303,advisor
101177,96885,advisor
97388,166359,advisee
152856,103421,advisor
154028,98607,advisee
170419,89082,colleague
139980,106979,advisor
138859,128734,colleague
158447,120276,advisor
124880,133452,advisee
165876,143708,advisor
147105,135975,advisee
100771,93092,colleague
162728,93086,colleague
116498,120771,advisor
133492,166502,colleague
129101,139011,advisee
143111,162782,advisor
114369,112515,advisee
171528,170834,advisor
127536,131312,colleague
103282,157750,advisee
113842,121174,advisee
150400,164302,advisee
127461,161425,colleague
167209,151247,advisor
120332,154739,advisor
162420,122454,advisor
117840,97510,advisor
97586,166761,advisee
98594,101437,advisee
129860,141986,advisee
127056,108727,advisee
108523,139441,advisor
134562,114786,colleague
120846,162313,advisee
138799,110682,advisee
116942,148886,advisee
113506,133837,advisor
153387,122454,advisor
104657,150400,advisor
119027,166940,advisee
100784,161222,advisor
165790,114369,advisor
89159,128080,advisee
160692,133527,advisee
126324,97663,colleague
123441,143691,colleague
152272,122454,advisor
137744,165408,advisor
108609,151025,advisor
144683,148890,colleague
106697,112986,colleague
159570,152943,advisor
156687,169505,advisee
123076,165719,advisor
112710,128379,colleague
106178,111885,advisee
139401,156292,advisor
125024,106306,advisee
94030,152407,advisee
124396,96949,advisor
100679,164661,advisor
166867,90769,advisee
141580,93812,advisee
140730,135072,advisee
131312,103282,advisor
158935,151809,advisor
108727,127056,advisor
122763,164628,advisor
139675,127461,advisor
94651,105541,advisor
105541,161147,advisee
92073,151968,colleague
106697,103282,advisor
170734,92810,advisee
162356,146063,advisor
170588,122781,advisor
163313,159394,colleague
120335,123833,advisor
121126,152449,advisee
104743,140170,advisor
98777,167361,advisor
92622,127467,colleague
163853,104568,colleague
106264,160875,advisor
100130,147917,advisor
127236,109402,advisor
114929,104604,advisor
160401,103321,advisee
103282,118875,advisee
121076,133743,advisor
157343,122064,advisee
92941,89025,advisee
102499,136458,advisor
93161,131727,colleague
97533,106693,colleague
156034,104763,advisee
165719,104497,advisee
92185,137941,advisee
148932,171947,advisee
128305,113334,advisor
167940,165408,advisor
107913,121360,advisee
103769,95411,advisor
97059,91437,advisee
136475,111947,advisee
151968,138177,colleague
131639,95835,advisee
123441,155806,colleague
109463,92680,advisee
102491,142879,advisor
164949,102755,advisor
138799,144555,advisee
146868,107844,colleague
95293,128762,advisor
163585,162735,colleague
165493,92791,advisee
107844,147917,advisor
105935,108734,advisee
127056,142040,advisee
92561,108988,advisor
125851,153659,advisee
94732,157005,advisor
98464,137337,advisee
108331,132726,advisor
168425,128837,advisor
112166,131312,colleague
109261,103903,advisor
130321,171824,advisee
94380,166470,advisor
126275,124353,advisee
108606,160395,advisee
152943,150458,advisee
131639,158060,advisee
116263,161002,advisor
136458,156013,advisee
156364,97586,advisor
171646,113606,advisor
146296,107360,advisee
128118,99826,advisee
145126,140561,advisor
106790,127936,colleague
146248,140512,advisee
94449,168672,advisee
104403,91223,advisee
125908,160729,advisor
155427,159161,advisor
115725,98409,colleague
108991,136932,colleague
154082,149605,colleague
145049,153184,advisor
116797,160408,advisor
160782,160420,advisor
149379,122781,advisor
151912,113618,advisor
90314,166672,advisor
126980,127736,advisee
154120,124396,colleague
153782,107443,advisee
126731,132342,advisor
123974,89481,advisor
151127,164743,advisor
101902,142281,advisor
123869,139523,advisor
131759,160141,advisee
101381,89806,advisee
156136,109881,advisor
143016,162782,advisor
107547,159630,advisor
150235,163799,advisee
105541,154600,advisee
135122,115183,advisee
98105,96257,advisor
139894,155006,colleague
108988,156087,advisee
113233,149442,advisee
102189,150400,advisor
147706,169689,colleague
164155,105127,advisee
106790,114975,colleague
102723,142589,advisee
150400,104459,advisee
95386,94679,advisor
146115,126135,colleague
167862,123068,advisor
141746,166677,advisee
115037,108765,advisee
104407,161910,advisor
108988,141646,advisee
119088,117392,advisee
118326,159241,advisor
167420,91954,advisee
115720,150100,advisor
160174,166365,colleague
142879,102491,advisee
169135,115251,advisor
105633,106178,advisor
95476,133856,advisee
134730,140170,advisor
94650,128441,advisee
151008,104794,advisee
97586,112315,advisee
103934,134468,advisor
120323,97329,advisee
167995,128301,advisee
165411,142484,advisor
103241,147330,advisor
136723,160053,colleague
151401,153969,advisor
164155,135957,advisee
138788,96458,colleague
133837,141419,advisee
128706,122454,advisor
125024,109470,advisee
155126,102373,advisee
152856,98342,colleague
138731,94481,advisor
125215,144078,colleague
116114,120771,advisor
162745,158826,colleague
155253,171484,advisor
92941,120331,advisee
122027,94838,advisee
143341,102710,advisee
121644,120276,advisor
151809,158935,advisee
149498,153184,advisor
138763,100406,advisee
110471,122728,advisee
127225,140312,advisee
123747,156450,advisor
139523,123869,advisee
128053,117943,advisor
98647,117759,advisor
135454,115509,colleague
142077,89544,advisor
117759,118932,advisee
138058,145180,advisor
138799,147807,advisee
97712,101592,advisor
157750,103282,advisor
96925,116855,advisee
132886,98594,advisor
147279,162481,colleague
143708,94481,advisee
167911,100156,advisee
94907,157443,advisor
102701,140091,advisor
139639,89439,advisee
95791,94645,advisor
134988,105632,advisor
125024,165574,advisee
136326,136897,advisor
166352,117932,advisee
141972,116191,advisor
94449,134406,advisee
127421,104521,colleague
167420,162209,advisee
126009,167241,advisee
98342,144012,advisee
100930,152363,advisee
149461,169346,advisee
143521,109571,advisor
137376,97510,advisor
157430,114776,advisee
101543,168112,advisee
111762,146267,colleague
97986,134316,advisee
138129,164661,advisor
125024,119931,advisee
148470,167420,advisor
147081,106347,advisor
157343,128102,advisee
160183,94124,advisor
145058,135272,advisor
131730,119027,advisor
152784,143968,advisor
143982,138983,colleague
106921,93088,advisor
150267,142880,colleague
123738,138012,colleague
168503,126723,advisor
110522,147393,advisor
132342,145404,advisee
143303,127421,advisee
91258,119088,advisor
155652,145194,advisor
140231,150081,advisee
136897,136326,advisee
145068,123441,colleague
123534,122763,advisor
167209,117394,colleague
127936,147470,advisee
113842,115015,advisor
131881,140232,advisor
96458,138788,colleague
106178,153721,advisee
97663,170449,advisor
106979,101413,advisee
96949,154120,advisee
165352,108882,colleague
141646,108988,advisor
167420,171847,advisee
107664,166232,colleague
138943,140091,advisor
122781,144272,advisee
92622,132047,colleague
171605,153734,colleague
123613,104627,colleague
104386,91452,advisor
107199,95381,advisor
144506,166470,advisor
166442,112431,advisee
117759,152254,advisee
104394,142581,advisor
164776,130507,advisee
150100,115720,advisee
154739,117928,advisee
94679,126544,advisee
139459,132614,advisee
102781,94022,advisor
93693,166865,advisor
90421,94650,advisor
131124,154220,advisee
94530,132266,advisee
89066,159922,advisor
124421,152967,advisee
121104,110471,advisor
162498,104782,advisor
158877,166470,advisor
136798,138058,colleague
92344,111170,advisee
165719,141440,advisee
100592,98042,advisee
107326,105122,advisor
104379,112131,advisor
167657,163738,advisee
113618,163222,advisee
121433,138788,colleague
146618,142484,advisor
96552,96925,advisor
157750,131312,colleague
129860,169558,advisee
132929,94124,advisor
94350,106979,advisor
171280,101298,advisor
132145,167748,advisor
114975,141196,colleague
111687,127147,advisor
140795,122072,advisor
136336,133471,advisor
152449,94938,advisee
120818,102687,advisor
123325,106461,advisee
118273,122775,advisor
100406,138763,advisor
138799,119445,advisee
111762,89193,colleague
125024,100107,advisee
133013,96910,colleague
160186,127744,colleague
97643,166514,advisee
167420,122775,advisee
105053,103079,advisee
98594,92770,advisee
117759,148197,advisee
144894,96360,advisee
165106,107199,colleague
116977,109863,advisor
133856,171789,colleague
119809,160885,colleague
113618,151912,advisee
171484,110879,advisee
166442,124592,advisee
124758,145778,colleague
104780,136258,advisee
138263,161920,advisee
140751,94650,advisor
125024,162496,advisee
154458,121360,colleague
165778,169028,advisor
134316,97986,advisor
135465,118995,advisee
116263,99546,colleague
123528,148172,advisor
128607,105632,advisee
141419,113506,colleague
167995,149276,advisee
144894,152559,advisee
122763,95199,advisee
145974,88589,advisee
124718,136950,advisee
160934,109644,advisor
152175,91928,advisee
119969,167420,advisor
113600,104305,advisor
98607,154028,advisor
142077,96622,advisee
153689,138799,advisor
152950,160431,advisor
106178,114810,advisee
108442,146248,advisee
171844,104774,advisee
120846,116201,advisee
147399,151805,advisee
112166,124936,colleague
107260,145475,advisor
152943,145708,advisee
117615,97986,advisor
104568,163853,colleague
147890,149262,colleague
122300,116009,advisor
168499,160401,advisor
153218,103542,advisee
103620,159958,advisor
129316,144543,advisee
166927,125024,advisee
154330,121736,advisee
103225,143772,advisee
122179,161342,advisor
150283,128445,advisor
95199,122763,advisor
127905,134111,colleague
142852,152943,advisor
101543,95830,advisee
140886,171009,advisor
131951,131985,advisee
143392,165415,advisee
121736,154330,advisor
114711,100925,advisee
147706,129602,colleague
112166,103282,advisor
146061,117166,advisor
163845,166865,advisor
102160,151697,advisee
129472,100930,advisor
164664,142484,advisor
116086,167995,advisor
126074,140561,advisor
161178,105248,advisor
163163,161597,colleague
130229,103968,colleague
127536,157750,colleague
130056,115118,colleague
129477,140830,advisor
121628,143631,advisee
97986,168430,advisee
164317,125215,colleague
128118,99790,advisee
99247,121373,colleague
92084,126135,advisee
99686,155428,colleague
126376,110018,advisee
152943,159570,advisee
146178,166927,advisor
171605,160401,advisor
104572,122072,advisor
90682,131951,advisor
157112,138799,advisor
144012,98342,advisor
168619,152224,advisor
89379,119886,advisee
141986,129860,advisor
159630,149228,advisor
134138,106316,advisee
148575,103409,advisee
155806,108606,advisor
100819,144238,advisee
162429,124739,advisor
99988,142279,advisee
99105,106715,advisor
99794,161482,advisee
112643,124875,advisor
152608,120276,advisor
156669,159190,advisee
169558,129860,advisor
161243,109315,advisee
137087,108345,advisee
136399,142739,advisee
144543,129316,advisor
128963,123833,advisor
127555,116596,advisee
111663,165249,advisee
120617,167547,advisee
128376,163417,advisee
135771,155439,advisee
126494,154076,advisee
134855,107570,colleague
92637,138269,colleague
155519,94530,advisor
170734,104692,advisee
135667,108988,advisor
114688,138703,colleague
122072,140795,advisee
141636,131312,colleague
113506,141419,colleague
165483,163539,advisee
92143,120276,advisor
114369,97321,advisee
93088,147370,advisee
102230,132726,advisor
131195,170173,advisor
98594,143297,advisee
130056,124739,advisor
147714,166848,advisee
89452,115375,advisor
